word_id,letter,word_en,approved_word_dv,transliteration,pronounciation,morphemes,meaning_id,meaning_text,word_en_meaning
19749,ކ,none,ކިމެއްތަ,,,,16833,ކިއެއްތަ؟.,
19749,ކ,none,ކިމެއްތަ,,,,53261,ކީއްތަ!.,
19750,ކ,none,ކިފަޅު,,,,33540,ސިފަ ހުތުރު.,
19750,ކ,none,ކިފަޅު,,,,33542,ހަޑި.,
19751,ކ,none,ކިފަޅުކަން,,,,33560,ސިފަހުތުރުކަން.,
19751,ކ,none,ކިފަޅުކަން,,,,33561,ހަޑިކަން.,
19752,ކ,none,ކިފާޔަތުގެ ފަރުޟު,,,,23480,ޖަމާޢަތެއްގެ ފަރާތުން އެކަކު ނުވަތަ ބަޔަކު ކުރީމާ ފުދޭ.,
19753,ކ,none,ކިފާޔަތުގެ ސުންނަތް,,,,23492,ޖަމާޢަތެއްގެ ފަރާތުން އެކަކު ކުރީމައި ސުންނަތް ހާސިލުވާ، ނުކޮށްފިނަމަ އެންމެން ސަވާބުން މަޙުރޫމުވާ ސުންނަތް.,
19754,ކ,none,ކިފުޅި,,,,23504,ބޮނބިގަނޑުގެ އެތެރޭގައި ހުންނަ ނަރާއި ކުނޑި.,
19754,ކ,none,ކިފުޅި,,,,29011,ކާށި ހެހުނީމާ ކާށީގެ ލޯކޮޅުން ބޮނބިގަނޑުގައި ހުންނަ ނަރުތައް.,
19755,ކ,none,ކިފުޅިނާށި,,,,33567,ނުމަށާއޮތް ނާށި.,
19756,ކ,none,ކިފުޅިބޮނބި,,,,33972,ކިފުޅިގަނޑު ވަކިނުކޮށް އޮންނަ ބޮނބި.,
19757,ކ,none,ކިފުޅިބޯ,,,,37301,އިސްތަށިދެރަކޮށް ރަތްކޮށް ހުންނަބޯ.,
19758,ކ,none,ކިފުޅިގަނޑު,,,,33853,ކިފުޅި.,
19759,ކ,none,ކިތަންމެ,,,,37307,އަދަދު ނުވެވޭހައި ގިނަ ނުވަތަ މަދު.,
19760,ކ,none,ކިތަންމެ ވަރަކަށް ދޮން ކުރިއަސް ދުނބުރިއެއް އަނބަކަށްނުވާނެއެވެ.,,,,34626,ނުބައިމީހަކު ރަނގަޅޭ ކިޔައިގެން ކިތަންމެ ވަރަކަށް ވާހަކަދެއްކިޔަސް އެއީ ރަނގަޅު މީހެއް ނޫންކަން، އޭނާ ރަނގަޅެއް ނުވާނެކަން އެންގުމުގެ ގޮތުން ބުނެއުޅޭ ބަހެއް.,
19761,ކ,none,ކިތައް,,,,37465,އަދަދެއް އޮޅުންފިލުވުމަށް ބޭނުންކުރާ ސުއާލުގެ އަކުރެއް.,
19761,ކ,none,ކިތައް,,,,37466,އަދަދެއްގެ ގިނަކަން ދޭހަކޮށް ދިނުމަށް ކުރާ ސުއާލުގެ އަކުރެއް.,
19762,ކ,none,ކިތުލި,,,,37511,ތާރުއް.,
19763,ކ,none,ކިތުލިހަކުރު,,,,37527,ތާރުކު ހަކުރު.,
19764,ކ,none,ކިތުލިމީރާ,,,,37544,ތާރުކު ރާ.,
19765,ކ,none,ކިލަން,,,,37565,ހިމަ.,
19765,ކ,none,ކިލަން,,,,37566,ހިކި.,
19765,ކ,none,ކިލަން,,,,37567,ވަރަށް ހިކި.,
19765,ކ,none,ކިލަން,,,,37568,ގަރަނބު.,
19765,ކ,none,ކިލަން,,,,37569,ނުސާފު.,
19765,ކ,none,ކިލަން,,,,37570,ފެން ނުވަތަ އުޑުމަތި ވާ ނުސާފު.,
19765,ކ,none,ކިލަން,,,,53260,ކިލަނބު.,
19766,ކ,none,ކިލަނބުކަން,,,,33424,ގަރަނބުކަން.,
19766,ކ,none,ކިލަނބުކަން,,,,33425,ނުސާފުކަން.,
19766,ކ,none,ކިލަނބުކަން,,,,33426,އުޑުމަތި ނުވަތަ ފެން ނުސާފުވާކަން.,
19767,ކ,none,ކިލަނބުވުން,,,,37772,ގަރަނބުވުން.,
19767,ކ,none,ކިލަނބުވުން,,,,37773,ނުސާފުވުން.,
19767,ކ,none,ކިލަނބުވުން,,,,37774,ފެން ނުވަތަ އުޑުމަތި ނުސާފުވުން.,
19768,ކ,none,ކިލަވަތި,,,,37795,ރަސްކަމުގެ ތެރޭ ބޭފުޅުންގެ އަނބިއަނބިކަނބަލުން.,
19769,ކ,none,ކިލަތް,,,,37826,ހިމަތޮޅި.,
19769,ކ,none,ކިލަތް,,,,37828,ހިމަ.,
19770,ކ,none,ކިލަގެ,,,,37841,ހަތްދޮށު ކޮލިން ލިބޭ ދަރަޖައިގެ ނަން.,
19771,ކ,none,ކިލަގެކަން,,,,37850,ހަތްދަށު ކޮލީގެ ދަރަޖަ ލިބިފައިވާކަން.,
19772,ކ,none,ކިލަގެއޮޅި,,,,37876,ޢަސްކަރުންގެ ތެރެއިން ދަހަރާ ބޭކަލެއްގެ ވެރިކަމުގެ ދަށުގައި އޮންނަ ބައި.,
19773,ކ,none,ކިލަގެފާނު,,,,37897,ހަތްދަށު ކޮލީގެ ލަޤަބު ލިބިފައިވާ މީހާ.,
19774,ކ,none,ކިލަސް,,,,33816,ކިލޭސް.,
19775,ކ,none,ކިލަސްމަ,,,,33850,ކިލެސްމޭ.,
19776,ކ,none,ކިލާ,,,,34241,ހޭކިފައި ނުވަތަ ތަތްވެފައި ހުންނަ ހިރަފުސް.,
19776,ކ,none,ކިލާ,,,,34242,ތެތްކަމާއެކު އޮލަވެފައި ހުންނަ ހިރަފުސް.,
19777,ކ,none,ކިލާހި,,,,34161,ތެލާހި.,
19778,ކ,none,ކިލާބަށި,,,,38237,ބަށީގެ ބާވަތެއް، މި ހުންނާނީ ކިލާފެހި ކުލައެއްގައެވެ.,
19779,ކ,none,ކިލާކަން,,,,38254,ހިރަފުސްކަން.,
19779,ކ,none,ކިލާކަން,,,,38255,ކިލަލުގެ ތަތްކަން.,
19779,ކ,none,ކިލާކަން,,,,38256,ކިލަލުގައި ހުންނަކުލަ.,
19780,ކ,earthworm,ކިލާފަނި,,,,35911,ތެތްބިމުގެ ތެރޭގައި އުޅޭ ހިމަ ދިގު ކިލާ ރަތް ފަންޏެއް.,earthworm
19781,ކ,none,ކިލާފަނިކެއުން,,,,38485,ފައިގެ އިނގިލިތަކުގެ ބަނޑުފުށް ހިރުވައި ކަހައި ފޮޅު ނެގުން. މިއީ ކިލާ ފެނުގައި ހިނގައި އުޅުމުން ދިމާވާ ކަމެކެވެ.,
19782,ކ,none,ކިލާފަނިފޮޅު,,,,38367,"""ކިލާފަނި ކެއުން"" މިނަން ކިޔާ ބަލީގައި ނަގާ ފޮޅު.",
19783,ކ,none,ކިލާގަނޑު,,,,38362,ކިލާ ހެދިފައި ހުންނަ ތަންތަން.,
19783,ކ,none,ކިލާގަނޑު,,,,38363,ހޭކިފައި ނުވަތަ ތަތްވެފައި ހުންނަ ހިރަފުސް.,
19783,ކ,none,ކިލާގަނޑު,,,,38365,ތެތްކަމާއެކު އޮލަވެފައި ހުންނަ ހިރަފުސް.,
19784,ކ,class,ކިލާސް,,,,38371,މަދަރުސާގައި ކިޔަވައިދިނުމަށް އެއްކޮށް ތިބެން ކަނޑައަޅައިފައިވާ ކުދީންގެ ބައެއް.,class
19784,ކ,class,ކިލާސް,,,,54874,ކިޔަވައިދިނުމަށް ކަނޑައަޅައިފައިވާ ކޮޓަރި.,classroom
19784,ކ,class,ކިލާސް,,,,54875,ވަކި މާއްދާއެއް ކިޔަވައިދިނުމަށް ކަނޑައަޅައިފައިވާ ގަޑި.,class
19784,ކ,class,ކިލާސް,,,,38373,ފަސިންޖަރުން ދަތުރުކުރާ ރޭލާއި މަތިންދާބޯޓު ފަދަ އެއްޗެހީގައި ދަތުރުކުރެވެން ހުންނަ އެކި ފެންވަރުގެ ބައިބައި.,travel class
19785,ކ,none,ކިލާސް މުދައްރިސް,,,,38528,ފަށާތަޢުލީމާއި ޘާނަވީ ތަޢުލީމުގެ ކިލާހާއި ބެހޭ އެކިކަންތައްތައް ބަލަހައްޓާ އިސް މުދައްރިސް.,
19786,ކ,none,ކިލެގެބުރުޒު,,,,38546,މާލޭގައި އިހުގައި ހުރި ބުރުޒުތަކުގެ ތެރެއިން އެތެރެކޮއިލު ބުރުޒު.,
19787,ކ,none,ކިލެގެފާނު,,,,38563,ކިލަގެފާނު.,
19788,ކ,none,ކިލޭސް,,,,38889,ޚިލޭސްމޭ.,
19789,ކ,none,ކިލޭސްމޭ,,,,38930,ކިލަސް.,
19790,ކ,none,ކިސަޅަ,,,,38994,އުރެދޭ އުރެދުން.,
19790,ކ,none,ކިސަޅަ,,,,38996,ބަސްނާހާ ނޭހުން.,
19791,ކ,none,ކިސަމަޑި,,,,39045,ވަޅާއި ވެޔޮފަދަ ތަންތާނގެ އަޑީގައި ހެދޭ ކިސަޑު.,
19791,ކ,none,ކިސަމަޑި,,,,39046,ބޯވަޔާއި ބޯވަދިލަމަސް ދުއްވާލާ ކަޅުކުލައެއްގެ ކިލަނބުގަނޑު.,
19792,ކ,none,ކިސަޑަ,,,,39064,ކިސަޑު.,
19793,ކ,none,ކިސަޑު,,,,39277,މުށިހަދާ މަށި.,
19793,ކ,none,ކިސަޑު,,,,39278,ތަތްކިލާ.,
19794,ކ,none,ކިސަޑުހެދުން,,,,39267,ތަތްކިލާ އުހެދުން.,
19795,ކ,none,ކިސަޑުވުން,,,,39301,ކިލާހެދުން.,
19796,ކ,none,ކިސަޑުގަނޑު,,,,39332,ތަތްކިލާގަނޑު.,
19797,ކ,none,ކިސަޑޮ,,,,39347,ކިސަޑު.,
19798,ކ,none,ކިސުޑި,,,,39607,ފޭރާމުގެ އޮމާންކަމާއި، އޮފު ކެނޑި ކެހެރި ހިލިގެންވާ ރާޅު. އެހެން އެއްޗެއްސަށް ވެސް އެ ގޮތްވީމާ މިހެން ކިޔައެވެ.,
19799,ކ,none,ކިސުޑިވުން,,,,39623,ފޭރާމުގެ އޮމާންކަމާއި، އޮފު ކެނޑި ކެހެރި ހިލިގެން ރާޅުވުން.,
19800,ކ,none,ކިސް,,,,39648,ލޯބިކުރުމުގެ ގޮތުން ތަނެއްގައި ނުވަތަ އެއްޗެއްގައި މޫނުޖައްސައިފައި ދެ ތުންފަތުން ބޮސްދޭ ބޮސްދިނުން.,
19800,ކ,none,ކިސް,,,,39650,ބަނޑު.,
19801,ކ,none,ކިސްކުރުން,,,,39678,ލޯބިކުރުމުގެ ގޮތުން ތަނެއްގައި ނުވަތަ އެއްޗެއްގައި މޫނު ޖައްސައިފައި ދެ ތުންފަތުން ބޮސްދިނުން.,
19802,ކ,none,ކިސްމައު,,,,39700,ކިސްމޭ.,
19803,ކ,none,ކިސްމާ,,,,40156,ޗިސްމޭ.,
19804,ކ,none,ކިސްމިރީސާލު,,,,40167,ހިމަކެހެރީގެ ރީތި ތުނިސާލު. މި ވިޔަނީ ކަޝްމީރުގައެވެ.,
19805,ކ,none,ކިސްމޭ,,,,12793,ޗިސްމޭ.,
19806,ކ,none,ކިސްފާ,,,,40195,އުރަމަތި.,
19807,ކ,none,ކިޑި,,,,40256,އުކުނޑި ބުކުނޑި.,
19808,ކ,none,ކިޑިބިހި,,,,40291,ގައިގެ ހަމުގައި ނަގާ ކުދި ބިހި.,
19809,ކ,none,ކިޑިކީ,,,,40337,ޢިމާރާތް ފަދަ ތަންތާނގައި، ވައިވައްދާށާއި، އަލިވައްދާން ހަދައިފައި ހުންނަ ކުޑަދޮރު.,
19810,ކ,none,ކިޑިވާރެއި,,,,40369,ހިމަފޮދުވާރޭ.,
19811,ކ,none,ކިޑުނީ,,,,40533,ގުރުދާ.,
19812,ކ,none,ކިޔަހަ,,,,40565,ކިޔަސް.,
19813,ކ,none,ކިޔަވާހޯނަ,,,,40623,ގަރަހިތަ.,
19814,ކ,none,ކިޔަވާގެ,,,,40667,ބޮޑު ދެ ހިތީގައި ހިތީ ކިޔަވަން ގެންދާ ފޮތްފޮށިތައް ބެހެއްޓުމަށާއި ވިއްސާރަވެއްޖެނަމަ ކިޔަވަންދާ މީހުން ތިބޭން ފަނުން އަޅައިފައި ހުންނަ ގެއެއް.,
19814,ކ,none,ކިޔަވާގެ,,,,40670,ކިޔެވެލި ކިޔަވަން ފުއްޓަރު ފަރާތުގައި އަޅައިފައި ހުންނަގެ.,
19814,ކ,none,ކިޔަވާގެ,,,,40671,އެދުރުގެ.,
19815,ކ,none,ކިޔަމަނުގައިވުން,,,,40712,މީހުންގެ އަމުރުގެދަށުގައިވުން.,
19816,ކ,none,ކިޔަމަން,,,,41761,ބޯލަނބާ ބޯލެނބުން.,
19816,ކ,none,ކިޔަމަން,,,,41763,ބަސްއަހާ ބަސްއެހުން.,
19817,ކ,none,ކިޔަމަންވުން,,,,41869,ބަސްއެހުން.,
19817,ކ,none,ކިޔަމަންވުން,,,,41870,އަމުރަށް ބޯލެނބުން.,
19818,ކ,none,ކިޔަމަންގަތުން,,,,41898,ބަސްއެހުން.,
19818,ކ,none,ކިޔަމަންގަތުން,,,,41900,ތަބާވުން.,
19818,ކ,none,ކިޔަމަންގަތުން,,,,41901,ބަސް ގަބޫލުކުރުން.,
19819,ކ,none,ކިޔަސް,,,,41931,ކީސް.,
19819,ކ,none,ކިޔަސް,,,,41932,ކީނަމަވެސް.,
19820,ކ,none,ކިޔާހާ ލަވަޔަކަށް ނެށުން,,,,41949,ބުނިހައި ގޮތަކަށް ބުނިހައި ކަމެއް ކުރެވޭނެއޭ ބުނަން ބޭނުން ކުރާ ބަހެއް.,
19821,ކ,none,ކިޔުން,,,,42276,ލިޔެފައިވާ އެއްޗެއް ދުލުން ފާޅުކުރުން.,
19821,ކ,none,ކިޔުން,,,,42277,ބަސްތަކެއް އަނގައިން އެކުލެވުން.,
19821,ކ,none,ކިޔުން,,,,42278,މީހަކަށް ނުވަތަ ބަޔަކަށް ވަކިތަނަކަށް އަންނާން އެންގުން ނުވަތަ ދަޢުވަތުދިނުން.,
19821,ކ,none,ކިޔުން,,,,42279,އެއްޗަކުން އަޑެއް ގޮވުން.,
19821,ކ,none,ކިޔުން,,,,42280,ލިޔެފައިވާ އެއްޗެއް ދެނެގަތުމަށް ޓަކައި އެއެއްޗެއް ބެލުން.,
19822,ކ,queue,ކިޔޫ,,,,42300,ވަކިއެއްޗެއް ގަތުމަށް ނުވަތަ ޚިދުމަތެއް ލިބިގަތުމަށް އެކަކުގެ ފަހަތުގައި އަނެކަކު ހުންނަ ގޮތަށް ހަދާސަފު.,queue
19823,ކ,none,ކިޔޫހެދުން,,,,42319,ވަކި އެއްޗެއް ގަތުމަށް ނުވަތަ ޚިދުމަތެއް ލިބިގަތުމަށް އެކަކުގެ ފަހަތުގައި އަނެކަކު ހުންނަ ގޮތަށް ސަފު ހެދުން.,
19824,ކ,saw,ކިޔެހި,,,,42359,ކީސް.,saw
19825,ކ,none,ކިޔެއް,,,,42383,ކީއް؟.,
19826,ކ,none,ކިޔެވެނި,,,,42932,ރަސްމީ ކިޔެވުންތައް ކިޔަވާން ދައުލަތުން ލައްވައިފައިވާ ޖަމާޢަތުގެ މީހެއް.,
19826,ކ,none,ކިޔެވެނި,,,,42933,ގިއުޅާ ވައްތަރު ކަޅުކުލައިގެ މަހެއް.,
19827,ކ,none,ކިޔެވެލި,,,,42948,ކިއެވެލި.,
19828,ކ,none,ކިޔެވެލިކިޔެވުން,,,,42980,އެކިއެކި ބޭނުމަށް ޓަކައި ދުންބަހައްޓައިގެން ނުވަތަ މާ ބަހައްޓައިގެން ފަންޑިތަ ހެދުމަށް ކިޔެވުން.,
19829,ކ,none,ކިޔޮޅު,,,,43014,ކެއުޅު.,
19830,ކ,khichdi,ކިޗުޅީ,,,,43044,ބާވަތެއްގެ މުގުބަތެއް.,khichdi
19830,ކ,khichdi,ކިޗުޅީ,,,,43046,މި ގިނައިން ކައްކަނީ ނޫ މުގުގައެވެ.,
19831,ކ,none,ކީ,,,,43364,އޮޅުއަލައިގެ ފީނިކޮށް ހުންނަ ގަސްތަކުގެ ތެރޭގައި ކަމީނާކޮށް ހެދިފައި ހުންނަ ދެރަ ނިރު.,
19832,ކ,none,ކީހާ ޅެން ފަރިއްސަށްވުން,,,,43546,ހުރިހާ ކަމެއް ތާކުންތާކުނުޖެހި ދިއުން.,
19833,ކ,none,ކީހުން,,,,43562,ކީހަކުން އެއްޗެއް ފެޅުން ނުވަތަ ބުރިކުރުން.,
19833,ކ,none,ކީހުން,,,,43563,ވަޅީން އެޅުން.,
19834,ކ,egg yolk,ކީނދި,,,,43590,ބިހުގެ ގޮބޮޅި.,egg yolk
19835,ކ,none,ކީނދު,,,,43608,ބިހުގެ ލޮނދި.,
19836,ކ,none,ކީނައްތު,,,,43640,ހެދިކާގެ ބާވަތެއް. މިއީ ގަބުޅި ހުންޏާއި ހަކުރާ އެއްކޮށްގެން ތައްޔާރު ކުރާ ފޮނި ހެދިކާއެކެވެ. މި އެންމެ ވައްތަރުވާނީ ހުނިހަކުރާއެވެ.,
19837,ކ,egg yolk,ކީނި,,,,43747,ބިހުގެ ގޮބޮޅި.,egg yolk
19838,ކ,prince of orange,ކީރަންމާ,,,,43857,ހައެއްކަފޫޓު އުސްމިނުގައި ގިނަކުރިލާ ހެދޭ ގަހެއްގައި އަޅާ މަލެއް. މިއީ އެތައް މާތަކެއް ބޮނޑިއަކަށް ފޮޅޭ ރަތްކުލައިގެ މަލެކެވެ. އަދި، ރަންރީނދޫކުލައާއި، ހުދުކުލަ ވެސް ހުރެއެވެ. މާބޮނޑި ނުކުންނަނީ ގޮފިތަކުގެ ކުރިންނެވެ.,prince of orange
19839,ކ,none,ކީރި,,,,43870,ކުޑައެތިކޮޅެއް.,
19840,ކ,none,ކީރިތި,,,,44277,ނުހަނު ޢިއްޒަތްތެރި.,
19840,ކ,none,ކީރިތި,,,,44278,ނުހަނު މާތް.,
19840,ކ,none,ކީރިތި,,,,44279,މާތްބަހުގައި ރުއިމަށް ކިޔާ ނަން.,
19841,ކ,none,ކީރިތިކަން,,,,44301,ނުހަނު ޢިއްޒަތްތެރިކަން.,
19841,ކ,none,ކީރިތިކަން,,,,44302,ނުހަނު މާތްކަން.,
19842,ކ,none,ކީރިތިކުރެއްވުން,,,,44319,އެންމެ މާތްބަހުން ރުއިމަށް ކިޔާގޮތް.,
19843,ކ,none,ކީރިތިވަންތަ,,,,44354,ފުރިހަމަކަމުގެ ވެރި.,
19843,ކ,none,ކީރިތިވަންތަ,,,,44355,މާތްކަމުގެ ވެރި. މިބަސް ބުނެއުޅެނީ މާތްالله އާ ނިސްބަތް ކޮށެވެ.,
19844,ކ,none,ކީރިތިވުން,,,,44384,ނުހަނު ޢިއްޒަތްތެރިވުން.,
19844,ކ,none,ކީރިތިވުން,,,,44385,ނުހަނު މާތްވުން.,
19845,ކ,none,ކީރިތިފުޅުކުރެއްވުން,,,,44697,ރުއިން މި ބަހުގެ އެންމެ މާތްގޮތް.,
19845,ކ,none,ކީރިތިފުޅުކުރެއްވުން,,,,44698,ކީރިތިކުރެއްވުން.,
19846,ކ,none,ކީރު,,,,44728,ހިމަރޮނގު.,
19846,ކ,none,ކީރު,,,,44730,ލޭކީރު.,
19846,ކ,none,ކީރު,,,,44731,މުއިރު.,
19847,ކ,none,ކީރުން,,,,44768,ކިރިއްސުން.,
19848,ކ,none,ކީރުއްޕުން,,,,44802,ވަކިއެޅުން.,
19849,ކ,none,ކީރުވުން,,,,45087,ހިރުވުން.,
19849,ކ,none,ކީރުވުން,,,,53123,ގައިކެހުން.,
19850,ކ,none,ކީކާ,,,,45284,އޯލަވާހަކަ.,
19851,ކ,none,ކީކީ,,,,45367,ވާގޮވާގޮވުން.,
19851,ކ,none,ކީކީ,,,,45368,މީހަކާ ދިމާޔަށް އެ މީހަކާބެހޭ ކަމެއް ނޫނޭ ބުނުމުގެ ގޮތުން ބުނެ އުޅޭ ބަހެއް.,
19852,ކ,none,ކީކޭ,,,,45639,ބުނިއެއްޗެއް އޮޅުން ފިލުވުމަށް ކުރާ ސުވާލުގެ އަކުރު.,
19853,ކ,none,ކީއް,,,,45658,"""ކޮންކަމެއްހޭ"" އެހުމުގެ މާނައިން ބުނާ ބަހެއް.",
19853,ކ,none,ކީއް,,,,45659,ކަމެއްއޮޅުން ފިލުވުމަށް ކުރާ ސުއާލު.,
19854,ކ,none,ކީއްވެ,,,,45679,ކީއް.,
19855,ކ,none,ކީއްތާނި,,,,45703,ނައުފަހަރާއި، ބޯޓުފަހަރުގެ ރިޔާ ކަނޑާބޯފޮތި ވިޔާން ވަކަ ނަގާ ގަސް.,
19855,ކ,none,ކީއްތާނި,,,,45704,މި ބާވަތުގެ ވަކައިން ވިޔާ ފޭރާން.,
19856,ކ,none,ކީއްތާނިފޮތި,,,,46011,ކީއްތާނިވަކައިން ވިޔާފޮތި.,
19857,ކ,none,ކީއްތު,,,,46005,ކީތު.,
19858,ކ,none,ކީމަ,,,,46240,ގަނޑުވަރުތެރޭ އަންހެން ބޭފުޅުން ދުވާލު ތަންތަނަށް ވަޑައިގަންނަވާން ވެދެވަޑައިގަންނަވާ ފޭލިގެ. މި ހުންނަނީ ހުދާއި، ރަތާއި ކަޅާއި، މި ތިންކުލައިން ބިހުރައަޅައި ކުރަހައިފައެވެ.,
19859,ކ,chemistry,ކީމިޔާ,,,,46260,މާއްދާއެއް އެކި ގޮތްގޮތަށް ބަދަލުކޮށްގެން އޭގައިވާ ޚާއްޞަ ތަބީޢަތް ހޯދަން އެނގޭ ޢިލްމު.,chemistry
19859,ކ,chemistry,ކީމިޔާ,,,,46261,ހެދިކާގެ ބާވަތެއް. މިއީ ފުށްގަނޑު މޮޑެ އެތެރެޔަށް މަސް އަޅައިގެން ތެލުލައިފައި ހުންނަ ކުޅި ހެދިކާ އެއްޗެކެވެ.,
19860,ކ,none,ކީމިޔާރޮށި,,,,46420,ނާސްތާކުރަން ގެންގުޅޭ ވައްތަރަކު ރޮށްޓެއް. މިއީ މަހާއި ފިޔަޔާ ލައިގެން ހަދާ ރޮށްޓެކެވެ.,
19861,ކ,none,ކީމިޔާކެއްކުން,,,,46565,ބޭހެއް ޖަހައިގެން ލޮއިރިއްސަށް ނުވަތަ ރަނަށް ބަދަލު ވާނެކަމަށް ހީކޮށް އެ ކަމަށް މަސައްކަތް ކުރުން.,
19862,ކ,none,ކީމިޔާގަރު,,,,46585,ކީމިޔާ މަސައްކަތްކުރާ މީހާ.,
19863,ކ,none,ކީމުހާފު,,,,46625,ފަށުވި ފޭރާމުގެ މޮޅު ބާވަތެއް.,
19864,ކ,none,ކީތު,,,,46845,އޮޑިފަހަރުގެ ދެތާ ދޭތެރޭ، ކުނބުން ދިރުބަލުގައި ހުންނަގޮޅި.,
19865,ކ,gravestone,ކީލަ,,,,46864,މަހާނަގައު.,gravestone
19866,ކ,gravestone,ކީލާ,,,,46998,މަހާނަގައު.,gravestone
19867,ކ,none,ކީލި,,,,47039,ނިރޮޅާއި ލަކުޑީގައި މާ ހަރުކޮށް ހުންނަ ވަކަރުލާ އެތިއެތިކޮޅު.,
19868,ކ,none,ކީލިގާ,,,,47054,ފަރުތަކުގައި ހެދޭ ގަލުގެ ބާވަތެއް. މި ބާވަތުގެ ގައު ހެދިފައި ހުންނަނީ ދެ ގޮތަށެވެ. އެއީ ފެތުރިފައި ހުންނަ ގަލާއި ފަތްގަނޑުގަނޑަށް ހެދޭ ގަލެކެވެ. ގަލުގެ ކައިރިފަށް ތުނިވެފައި މެދު ބޯވާނެއެވެ. އާންމު ގޮތެއްގައި މި ވައްތަރުގެ ގައު ފަރުގައި ހަރުވެފައި ހުންނަނީ ގަލުގެ ކޮންމެވެސް ބޯ ދިމާލަކުންނެވެ. ގަލުގެ މާގަނޑު ހުންނަނީ ތަށިތައް ވަށްކޮށް ކުކުޅުބިސް ބުރަށް އެއްފަރާތަށް އަރިކޮށެވެ. މި ގަލުގެ ކުލައަކީ މުށިކުލައެވެ.,
19869,ކ,portfolio,ކީސާ,,,,47078,ފައިސާއާއި އަގުމާތް ތަކެތި އަޅާން ގެންގުޅޭ ކޮތަޅު ނުވަތަ ދަބަސް.,
19869,ކ,portfolio,ކީސާ,,,,54575,މާލީ ދާއިރާގައި ވުނަކުރުމާއި އާމުދަނީ އިތުރުކުރުމަށް ނުވަތަ ދަރަނި އަދާކުރުމަށް ބޭނުންކުރާ ވަސީލަތްތަކުގެ ޖަމާ.,portfolio
19869,ކ,portfolio,ކީސާ,,,,54576,ވުޒާރާއެއް ނުވަތަ އިދާރާއެއް ނުވަތަ ކުންފުންޏެއް ނުވަތަ އެ ތަނެއްގެ އިސްވެރިޔާ ޒިންމާވާ މަސައްކަތްތަކުގެ ޖަމާ.,portfolio
19869,ކ,portfolio,ކީސާ,,,,54577,ދަރިވަރެއްގެ ނުވަތަ ފަންނާނެއްގެ  މަސައްކަތްތައް ދައްކައިދޭން އެކުލަވާލައިފައިވާ ޖަމާ.,portfolio
19870,ކ,none,ކީސާކުރުން,,,,47107,މަޢުދަނީ ފައިސާ އާއި ޖަވާހިރުފަދަ ތަކެތި ކޮތަޅަށް އަޅައި ބަނދުކުރުން.,
19870,ކ,none,ކީސާކުރުން,,,,47108,މުދާ ވިއްކައިފައި ފައިސާއަށް ހެދުން.,
19871,ކ,saw,ކީސް,,,,47138,އެއް ކައިރީގައި ފުއް ކަނޑައިގެން އެއްޗެހި ފަޅާށާއި، ބުރިކުރާން ގެންގުޅޭ ވަޑާމުގެ އާލަތެއް.,saw
19871,ކ,saw,ކީސް,,,,47139,ކިޔަސް.,
19871,ކ,saw,ކީސް,,,,47140,ކޫސް.,
19871,ކ,saw,ކީސް,,,,47141,ކީސާ.,
19871,ކ,saw,ކީސް,,,,47142,ކޮތަޅު ނުވަތަ ދަބަސް.,
19872,ކ,none,ކީސްކިޔުން,,,,48061,ކޫސްކިޔުން.,
19873,ކ,none,ކީސްކުނޑި,,,,47901,ލަކުޑި ކީހާއިރު ފައިބާ ކުދި ފުއްތައް.,
19874,ކ,sword fern,ކީސްފިލާ,,,,47974,ގަސްގަނޑުނުލައި ހެދޭ ގަހެއް. މިއީ ފަނެއްގެ ދެ ފަރާތުގައި ފަންވަތްތައް ހުންނަހެން ތަނޑެއްގެ ދެ ފަރާތުގައި ހިމަދިގު ފަތްތަކެއް ހުންނަ ގަހެކެވެ. މި ފަތުގެ ދެ ފަރާތް ހުންނާނީ ކީސްތުނޑުބަރިއެއް ހެންނެވެ.,sword fern
19875,ކ,none,ކުހުބަ,,,,47186,ހިތި.,
19875,ކ,none,ކުހުބަ,,,,50437,ހިތި.,
19876,ކ,none,ކުށަ,,,,47842,އެއްޗަކަށް ނުވާހެން ކުރާ ކަންތައްތައް ނުވަތަ ހަދާ އެއްޗެއް ނޫނީ ދައްކާ ވާހަކަ.,
19877,ކ,none,ކުށަށްތެޅުން,,,,48073,ގިނަގިނައިން ކުށަށް ޖެހުން.,
19878,ކ,none,ކުށަށްޖެހުން,,,,48095,ލިޔެފައި ހުރި އެއްޗެއް، ކިޔަމުން ދާއިރު ނޭނގިގެން ހުއްޓުން އެރުން.,
19879,ކ,none,ކުށުންބަނޑުގައިރިހުން,,,,47998,މާބަނޑުމީހާ ވިހަން ނުވަނީސް ވިހެމުގެ އަލާމާތެއް ނުފެނި ބަނޑުގައި ރިހުން.,
19880,ކ,none,ކުށުވެރިކަން,,,,48128,ފަންޑިތައިން ނޫނީ ފަސޭހަނުވާނޭ ކަމަށް ހީކުރާ ބަލިބަލި.,
19880,ކ,none,ކުށުވެރިކަން,,,,48129,ޖިންނި، ފުރޭތަ ފަރާތުން ޖެހޭކަމަށް ބުނާ ކަންތައް.,
19881,ކ,none,ކުށުސަޖިދަ,,,,49220,ނަމާދުގައި ބައެއްކަހަލަ ކުށް ކުރެވުމުން ޖަހަންޖެހޭ ސަޖިދަ.,
